index_a,index_b,tag
2085,4891,exact
2087,4230,partiel
2089,8431,exact
2090,4707,exact
2091,4519,exact
2092,544,partiel
2092,4998,partiel
2093,3097,partiel
2095,5018,exact
2097,4434,exact
2099,4502,partiel
2100,1382,exact
2100,4798,partiel
2101,2012,exact
2101,5822,partiel
2101,8312,partiel
2102,4471,partiel
2105,3459,exact
2106,5086,exact
2106,6963,partiel
2107,3105,partiel
2109,5231,partiel
2110,452,exact
2110,6985,partiel
2112,2025,exact
2112,4292,partiel
2113,5083,partiel
2114,1296,partiel
2114,6684,partiel
2115,5019,exact
2116,6590,exact
2117,4081,partiel
2118,2036,exact
2118,3191,partiel
2119,2037,exact
2119,6497,partiel
2120,4552,partiel
2121,2154,partiel
2121,4494,partiel
2122,4917,exact
2123,206,exact
2124,4595,exact
2124,6478,exact
2125,2047,exact
2125,3220,partiel
2125,8055,partiel
2126,6519,exact
2127,6750,exact
2128,1326,exact
2128,2054,exact
2128,2971,partiel
2128,4021,partiel
2128,4349,exact
2128,4532,exact
2128,4545,exact
2128,4819,exact
2128,4850,exact
2128,4859,exact
2128,4872,exact
2128,5061,exact
2128,5099,exact
2128,5165,exact
2128,5169,exact
2128,5753,exact
2128,5827,exact
2128,6183,exact
2128,7335,partiel
2128,7536,partiel
2129,2829,partiel
2129,3290,exact
2129,3434,exact
2131,5118,exact
2132,3849,exact
2132,3947,partiel
2133,473,exact
2134,2060,exact
2134,3502,exact
2134,5425,exact
2134,7068,partiel
2134,7300,partiel
2134,7943,partiel
2134,8015,partiel
2134,8178,partiel
2135,1132,partiel
2135,2063,exact
2135,2869,partiel
2135,5861,partiel
2135,7039,partiel
2135,7076,partiel
2135,7162,partiel
2135,8131,partiel
2136,4580,exact
2137,6717,exact
2138,342,exact
2139,128,exact
2140,326,partiel
2140,4548,partiel
2140,6779,partiel
2140,8361,partiel
2141,3090,partiel
2142,4425,exact
2143,4715,exact
2144,180,exact
2144,2069,exact
2144,3623,partiel
2144,8597,partiel
2145,579,exact
2145,4182,partiel
2145,5465,exact
2145,5717,exact
2146,6559,exact
2148,6690,exact
2149,3140,partiel
2149,3433,partiel
2149,4054,partiel
2149,8272,partiel
2149,8706,partiel
2150,4266,exact
2150,5508,partiel
2150,6399,exact
2150,6679,exact
2152,4586,exact
2152,6104,exact
2153,6991,partiel
2154,4992,exact
2155,2081,exact
2155,7233,partiel
2156,3619,partiel
2156,5781,partiel
2156,6972,partiel
2156,7069,partiel
2156,7857,partiel
2157,5182,exact
2158,3843,exact
2159,3140,partiel
2159,3433,partiel
2159,4054,partiel
2159,8272,partiel
2159,8706,partiel
2160,2087,exact
2161,2088,exact
2161,3339,partiel
2162,1905,partiel
2162,2090,exact
2162,8395,exact
2163,794,partiel
2163,1074,partiel
2163,1189,partiel
2163,1200,partiel
2163,1711,partiel
2163,1746,partiel
2163,1764,partiel
2163,2092,exact
2163,2265,partiel
2163,2677,partiel
2163,2800,partiel
2163,4358,partiel
2163,4480,partiel
2163,4514,partiel
2163,4515,partiel
2163,4704,partiel
2163,4712,partiel
2163,4817,partiel
2163,4958,partiel
2163,4973,partiel
2163,5190,partiel
2163,5626,partiel
2163,5734,partiel
2163,5740,partiel
2163,5746,partiel
2163,5774,partiel
2163,5779,partiel
2163,5783,partiel
2163,5789,partiel
2163,5802,partiel
2163,5840,partiel
2163,5845,partiel
2163,5848,partiel
2163,5990,partiel
2163,6231,partiel
2163,6309,partiel
2163,6475,partiel
2163,6546,partiel
2163,6669,partiel
2163,6733,partiel
2163,8376,partiel
2163,8407,partiel
2165,255,partiel
2166,892,partiel
2166,1353,exact
2166,2094,exact
2166,2771,exact
2166,2858,exact
2166,3469,partiel
2166,4352,exact
2166,6064,exact
2167,4975,exact
2168,126,partiel
2168,1891,partiel
2168,2095,exact
2168,3866,partiel
2168,7433,partiel
2168,8074,partiel
2168,8260,partiel
2168,8566,partiel
2169,2099,exact
2169,5631,exact
2169,6607,exact
2169,6967,partiel
2170,1331,exact
2170,4579,exact
2171,4431,exact
2172,4135,exact
2173,397,exact
2173,4214,exact
2174,788,exact
2174,2378,exact
2174,2554,exact
2174,4328,exact
2174,5241,exact
2174,5395,exact
2174,6741,exact
2175,4123,partiel
2177,672,exact
2177,926,exact
2177,1223,exact
2177,1397,exact
2177,1453,exact
2177,1498,exact
2177,1821,exact
2177,2110,exact
2177,2269,exact
2177,2502,exact
2177,3503,exact
2177,6024,exact
2178,2111,exact
2179,4741,exact
2180,5403,exact
2181,3082,partiel
2181,4420,partiel
2181,6055,exact
2182,6645,exact
2183,4206,partiel
2184,3504,exact
2184,7052,partiel
2185,2117,exact
2185,3181,exact
2185,3368,exact
2185,3920,partiel
2187,6088,partiel
2188,5501,exact
2188,7815,partiel
2188,7931,partiel
2188,7980,partiel
2188,8318,partiel
2189,4143,partiel
2189,5259,partiel
2190,2119,exact
2190,6222,exact
2190,6655,exact
2190,8285,partiel
2191,7848,partiel
2191,7851,partiel
2192,472,exact
2193,4931,exact
2194,2124,exact
2195,4590,partiel
2196,4557,exact
2197,5104,exact
2198,8563,exact
2199,3244,exact
2200,4650,partiel
2201,3205,exact
2201,4192,partiel
2201,6838,partiel
2201,7620,partiel
2201,8087,partiel
2202,2131,exact
2202,3686,partiel
2202,6072,exact
2202,8162,partiel
2203,4542,exact
2204,4259,partiel
2205,6557,exact
2206,6488,exact
2207,2133,exact
2207,2655,partiel
2207,5363,partiel
2207,6176,partiel
2208,2134,exact
2208,3398,exact
2209,5312,exact
2210,3915,partiel
2210,5127,partiel
2211,4302,partiel
2212,8683,partiel
2213,3186,partiel
2213,3924,partiel
2215,8354,partiel
2216,2458,exact
2216,5359,exact
2216,6221,exact
2216,7396,partiel
2216,8561,partiel
2217,1060,partiel
2218,3214,partiel
2219,1236,exact
2219,4102,partiel
2219,4940,exact
2219,5006,exact
2219,5902,exact
2220,1080,partiel
2220,1992,partiel
2220,2253,partiel
2220,2951,partiel
2220,3237,partiel
2220,3421,partiel
2220,3633,partiel
2220,3657,partiel
2220,5054,partiel
2220,5087,partiel
2220,5729,partiel
2220,7906,partiel
2220,8000,partiel
2220,8236,partiel
2220,8708,partiel
2221,4581,exact
2222,4408,exact
2223,690,partiel
2223,810,partiel
2223,975,partiel
2223,1047,partiel
2223,1316,partiel
2223,1494,partiel
2223,2148,exact
2223,4257,partiel
2223,4537,partiel
2223,4895,partiel
2224,312,exact
2225,6674,exact
2226,4774,exact
2227,3154,partiel
2227,5818,partiel
2227,6823,partiel
2227,6990,partiel
2228,4125,partiel
2229,5011,partiel
2230,2846,exact
2230,7154,partiel
2230,8187,partiel
2230,8450,exact
2231,4033,partiel
2232,3195,partiel
2233,5004,exact
2234,5401,exact
2235,846,exact
2235,6240,exact
2235,6616,exact
2238,344,partiel
2238,553,exact
2238,2625,partiel
2240,7063,partiel
2241,5066,exact
2242,4482,exact
2243,4996,exact
2245,4769,exact
2246,3909,partiel
2247,5281,exact
2248,1899,partiel
2248,2171,exact
2248,8698,partiel
2249,6864,exact
2250,4987,exact
2251,4299,partiel
2252,2172,exact
2252,5548,exact
2252,7554,partiel
2253,4613,exact
2254,6660,exact
2255,862,exact
2255,1527,exact
2255,1676,partiel
2255,1795,exact
2255,2960,partiel
2255,3292,partiel
2255,3422,exact
2255,3793,exact
2255,4541,partiel
2255,5059,exact
2255,5700,exact
2255,6097,exact
2255,6110,partiel
2255,6128,exact
2255,6394,partiel
2255,6934,partiel
2255,7174,partiel
2255,7223,partiel
2255,7516,partiel
2255,7802,partiel
2255,7841,partiel
2255,7847,partiel
2255,7935,partiel
2255,7958,partiel
2255,8023,partiel
2255,8043,partiel
2255,8072,partiel
2255,8103,partiel
2255,8146,partiel
2256,3544,exact
2256,6178,partiel
2256,7026,partiel
2256,7141,partiel
2258,6675,exact
2259,1018,exact
2259,4068,partiel
2260,4708,exact
2261,6692,exact
2263,2629,partiel
2263,5919,exact
2264,538,exact
2265,3223,partiel
2265,8360,partiel
2266,385,exact
2267,5288,partiel
2268,5105,exact
2269,5238,exact
2270,4622,partiel
2270,6870,partiel
2271,3217,partiel
2271,4105,partiel
2271,6316,exact
2272,5119,exact
2273,216,exact
2273,3521,partiel
2274,4160,partiel
2275,4475,exact
2276,4754,partiel
2277,6878,exact
2278,1662,partiel
2279,1149,partiel
2279,2190,exact
2279,3332,partiel
2279,5493,partiel
2279,6642,exact
2279,8479,partiel
2280,4078,partiel
2281,3194,exact
2281,4290,partiel
2281,7347,partiel
2281,8704,partiel
2282,4566,exact
2283,6913,partiel
2284,1334,partiel
2284,2197,exact
2284,2732,partiel
2284,3665,partiel
2284,3872,partiel
2284,4199,partiel
2284,4205,partiel
2284,4216,partiel
2284,5608,partiel
2284,6068,partiel
2284,6479,partiel
2284,6831,partiel
2284,6995,partiel
2284,7059,partiel
2284,7196,partiel
2284,7296,partiel
2284,7321,partiel
2284,7334,partiel
2284,7358,partiel
2284,7444,partiel
2284,7456,exact
2284,7460,partiel
2284,7489,partiel
2284,7532,partiel
2284,7766,partiel
2284,7773,partiel
2284,7823,partiel
2284,7861,partiel
2284,7902,partiel
2284,7917,partiel
2284,8006,partiel
2284,8058,partiel
2284,8088,partiel
2284,8206,partiel
2284,8256,partiel
2284,8316,partiel
2284,8348,exact
2284,8532,partiel
2285,78,partiel
2285,148,exact
2285,1466,exact
2285,6772,exact
2286,511,exact
2287,4019,partiel
2287,5302,exact
2289,2200,exact
2289,8157,partiel
2290,2201,exact
2290,5976,exact
2291,5177,exact
2292,5304,exact
2293,331,exact
2293,594,exact
2293,870,exact
2293,1170,exact
2293,1715,exact
2293,2479,partiel
2293,4645,partiel
2293,4834,exact
2293,4856,exact
2293,4893,exact
2293,4963,exact
2293,5092,exact
2293,5277,exact
2293,5907,exact
2295,2206,exact
2295,6977,partiel
2297,1347,partiel
2297,4840,exact
2298,8064,partiel
2298,8268,partiel
2299,5307,exact
2300,4143,partiel
2300,5259,exact
2301,2210,exact
2301,2762,exact
2301,5737,exact
2301,8097,partiel
2303,4550,exact
2303,8474,exact
2304,1135,exact
2304,3919,partiel
2305,269,partiel
2305,4503,exact
2306,4498,exact
2307,3261,exact
2307,8185,partiel
2308,5148,partiel
2309,4467,exact
2310,2219,exact
2310,6617,exact
2311,5234,exact
2312,4646,exact
2312,7062,partiel
2313,200,exact
2314,2225,exact
2315,2227,exact
2315,4725,partiel
2315,6964,partiel
2316,4522,exact
2317,1624,partiel
2317,4832,exact
2317,5082,partiel
2318,6876,partiel
2319,5323,exact
2321,4312,partiel
2322,3138,partiel
2322,3255,partiel
2322,3877,partiel
2322,4952,partiel
2322,5087,partiel
2322,6326,partiel
2322,6949,partiel
2322,7013,partiel
2322,8000,partiel
2322,8708,partiel
2323,2231,exact
2323,6795,exact
2324,4061,partiel
2325,613,exact
2325,1269,exact
2325,1441,exact
2325,2234,exact
2326,6591,exact
2327,2238,exact
2327,5970,exact
2328,6775,exact
2329,158,exact
2331,4529,exact
2332,4812,exact
2333,6540,exact
2334,7858,partiel
2335,2245,exact
2336,2163,exact
2336,2249,exact
2336,2903,exact
2337,5792,exact
2337,6458,partiel
2337,8609,exact
2338,4901,exact
2340,5576,exact
2340,6708,exact
2341,225,exact
2341,1725,exact
2341,2255,exact
2341,7313,partiel
2341,7595,exact
2341,7806,exact
2341,7994,partiel
2342,4836,exact
2343,3150,partiel
2343,4447,exact
2344,549,exact
2345,2261,exact
2345,6700,exact
2346,4667,exact
2346,6761,exact
2347,4195,partiel
2348,528,exact
2349,794,partiel
2349,1074,partiel
2349,1189,exact
2349,1200,exact
2349,1711,partiel
2349,1739,exact
2349,1746,partiel
2349,1764,partiel
2349,2092,partiel
2349,2265,exact
2349,2677,partiel
2349,2800,partiel
2349,4147,exact
2349,4358,partiel
2349,4480,exact
2349,4514,partiel
2349,4515,exact
2349,4704,exact
2349,4712,partiel
2349,4817,exact
2349,4958,partiel
2349,4973,partiel
2349,5190,exact
2349,5626,partiel
2349,5734,exact
2349,5740,exact
2349,5746,exact
2349,5774,partiel
2349,5779,exact
2349,5783,exact
2349,5789,exact
2349,5802,partiel
2349,5840,partiel
2349,5845,partiel
2349,5848,partiel
2349,5990,exact
2349,6231,exact
2349,6309,exact
2349,6475,partiel
2349,6546,partiel
2349,6669,partiel
2349,6733,partiel
2349,8376,exact
2349,8407,exact
2350,4414,exact
2351,5498,partiel
2351,5992,partiel
2351,6728,partiel
2351,7372,partiel
2352,2266,exact
2352,4977,exact
2353,5106,exact
2354,3835,partiel
2354,4253,partiel
2355,368,partiel
2355,5405,exact
2355,7189,partiel
2356,207,exact
2358,1975,partiel
2358,4256,partiel
2359,1753,partiel
2359,3057,partiel
2359,5995,partiel
2359,7351,partiel
2360,6505,exact
2361,4098,partiel
2362,5237,exact
2363,3524,partiel
2363,7418,partiel
2363,7425,partiel
2363,7870,partiel
2364,3590,partiel
2364,4120,partiel
2365,4779,exact
2366,4198,partiel
2367,4988,exact
2368,5266,exact
2369,4106,partiel
2369,7624,partiel
2370,7021,partiel
2371,4810,exact
2371,5208,partiel
2372,5809,exact
2372,8658,partiel
2373,6520,exact
2374,3187,partiel
2375,2282,exact
2375,4950,exact
2376,2283,exact
2376,4453,exact
2376,6386,partiel
2377,898,partiel
2377,2284,exact
2377,5222,partiel
2378,2286,exact
2379,2289,exact
2379,6704,exact
2380,1806,exact
2380,2045,exact
2380,2304,exact
2380,2788,exact
2380,3303,partiel
2380,3481,exact
2380,3560,exact
2380,4357,exact
2380,4403,exact
2380,4423,exact
2380,4952,exact
2380,5087,exact
2380,5828,exact
2382,5202,exact
2383,6651,partiel
2384,5064,exact
2384,5715,partiel
2384,5881,exact
2385,6886,exact
2386,2294,exact
2386,4169,partiel
2389,3225,partiel
2389,3490,exact
2389,3977,partiel
2390,3302,partiel
2391,3685,exact
2391,4370,exact
2392,4621,exact
2393,518,exact
2393,6571,partiel
2394,1414,partiel
2394,3039,partiel
2395,1000,partiel
2395,2306,exact
2395,2539,partiel
2395,5365,partiel
2395,6657,partiel
2395,7193,partiel
2395,8244,partiel
2396,6572,exact
2397,4568,exact
2398,4101,partiel
2399,4607,exact
2400,4576,partiel
2401,734,partiel
2401,1533,partiel
2401,2310,exact
2401,2395,partiel
2401,2574,partiel
2401,3092,partiel
2401,4247,partiel
2401,4355,partiel
2401,4460,partiel
2401,4738,partiel
2401,4742,partiel
2401,4942,partiel
2401,5434,partiel
2401,5553,partiel
2401,5679,partiel
2401,5812,partiel
2401,5933,partiel
2401,6862,partiel
2401,6887,partiel
2401,6888,partiel
2401,7348,partiel
2401,7434,partiel
2401,7445,partiel
2401,7491,partiel
2401,7589,partiel
2401,8394,partiel
2401,8596,partiel
2401,8622,partiel
2402,1222,partiel
2402,3987,partiel
2402,6640,partiel
2403,2312,exact
2403,2721,partiel
2403,2729,partiel
2403,2854,partiel
2403,3865,partiel
2403,4188,partiel
2403,6013,partiel
2403,6589,partiel
2403,7143,partiel
2403,7192,partiel
2403,7386,partiel
2403,8077,partiel
2403,8082,partiel
2403,8158,partiel
2403,8277,partiel
2404,4316,partiel
2405,3336,partiel
2406,774,exact
2406,4056,partiel
2408,3327,partiel
2408,5894,exact
2408,7056,partiel
2409,4089,partiel
2410,3034,partiel
2410,8228,partiel
2411,3289,partiel
2412,927,partiel
2412,1619,partiel
2412,1914,partiel
2412,1992,partiel
2412,2039,partiel
2412,2253,partiel
2412,2304,partiel
2412,2385,partiel
2412,2782,partiel
2412,2915,partiel
2412,2951,partiel
2412,3059,partiel
2412,3225,partiel
2412,3237,partiel
2412,3255,partiel
2412,3421,partiel
2412,3633,partiel
2412,3657,partiel
2412,4087,partiel
2412,4245,partiel
2412,4922,partiel
2412,5054,partiel
2412,5087,partiel
2412,5669,partiel
2412,6028,exact
2412,6326,partiel
2412,6539,partiel
2412,6681,partiel
2412,6688,partiel
2412,6854,partiel
2412,7067,partiel
2412,7096,partiel
2412,7314,partiel
2412,7906,partiel
2412,8000,partiel
2412,8028,partiel
2412,8236,partiel
2412,8321,partiel
2412,8708,partiel
2413,4301,partiel
2414,157,exact
2414,973,exact
2414,2320,exact
2414,2874,exact
2414,3032,partiel
2414,5575,exact
2414,6048,exact
2414,7488,partiel
2414,7496,exact
2414,8697,partiel
2415,5989,exact
2416,144,partiel
2417,4485,exact
2418,6042,exact
2419,4279,partiel
2420,4241,partiel
2421,8030,partiel
2422,5956,exact
2422,6273,exact
2423,4619,exact
2424,4032,partiel
2425,596,partiel
2425,662,exact
2425,3488,exact
2425,4015,partiel
2425,4643,exact
2425,7562,partiel
2425,8025,partiel
2426,1244,exact
2426,2333,exact
2426,4455,partiel
2426,5388,partiel
2426,7328,partiel
2427,4997,exact
2428,4583,exact
2429,1305,exact
2429,7061,partiel
2430,6574,exact
2431,1101,exact
2431,6515,exact
2432,4076,partiel
2432,7717,partiel
2433,4224,partiel
2434,3258,partiel
2434,5147,partiel
2435,2340,exact
2435,3828,exact
2435,4877,exact
2435,8366,exact
2436,5328,exact
2437,8393,partiel
2438,4317,exact
2438,7404,exact
2439,2346,exact
2440,1903,partiel
2440,2347,exact
2440,2435,partiel
2440,4145,partiel
2440,4513,partiel
2440,7350,partiel
2441,4835,partiel
2442,4385,partiel
2443,6193,partiel
2445,5159,exact
2446,6693,exact
2447,6710,exact
2448,695,partiel
2449,2356,exact
2449,3989,partiel
2449,5526,exact
2450,3150,partiel
2450,4447,exact
2451,2358,exact
2451,3088,partiel
2452,4888,exact
2453,968,partiel
2453,4383,partiel
2456,4122,partiel
2456,4816,exact
2456,6023,exact
2456,8647,partiel
2457,2367,exact
2457,3117,partiel
2457,6586,exact
2458,4627,partiel
2458,8405,partiel
2459,3288,partiel
2459,3491,partiel
2459,4793,exact
2460,4492,exact
2461,2890,partiel
2461,5041,exact
2462,6026,exact
2464,3585,exact
2464,4014,partiel
2465,1380,partiel
2465,2377,exact
2465,4618,partiel
2465,5353,exact
2465,5497,exact
2465,7324,partiel
2465,7838,partiel
2466,788,exact
2466,2378,exact
2466,2554,exact
2466,4328,exact
2466,5241,exact
2466,5395,exact
2466,6741,exact
2467,2379,exact
2467,3189,partiel
2468,205,exact
2470,6955,partiel
2471,779,exact
2471,1869,exact
2471,2382,exact
2471,3257,partiel
2471,4771,partiel
2472,556,exact
2472,2386,exact
2473,985,partiel
2473,2388,exact
2474,3363,partiel
2475,3991,partiel
2476,2391,exact
2476,2826,exact
2476,2967,partiel
2476,3473,partiel
2476,5158,exact
2476,6027,exact
2476,6912,partiel
2476,7178,partiel
2476,7301,partiel
2476,7866,partiel
2476,7872,partiel
2476,8032,partiel
2476,8298,partiel
2477,2394,exact
2478,4412,exact
2479,4598,exact
2479,7131,partiel
2479,7295,exact
2480,4342,exact
2481,6341,exact
2482,3075,partiel
2482,6443,exact
2483,4116,exact
2484,449,exact
2484,2899,partiel
2484,6235,exact
2484,7982,partiel
2484,8319,partiel
2485,137,exact
2485,5046,exact
2485,7273,exact
2486,6748,partiel
2487,4564,exact
2488,2785,partiel
2488,4854,partiel
2489,8129,partiel
2490,426,exact
2491,6749,exact
2492,4264,partiel
2492,5653,exact
2492,8057,partiel
2492,8155,partiel
2493,2405,exact
2493,4949,exact
2494,686,partiel
2494,3159,partiel
2494,5078,partiel
2494,5728,exact
2494,7046,partiel
2495,4747,exact
2496,1487,partiel
2496,4289,exact
2497,2414,exact
2498,3118,partiel
2499,1477,partiel
2499,4761,exact
2500,2418,exact
2500,5196,exact
2500,6956,partiel
2501,6517,exact
2502,4341,exact
2503,1996,partiel
2503,2855,partiel
2503,3320,partiel
2503,3622,partiel
2503,6118,partiel
2503,6898,partiel
2503,7218,partiel
2503,7374,exact
2503,7587,partiel
2503,8132,partiel
2503,8175,partiel
2503,8209,partiel
2503,8295,partiel
2504,3082,partiel
2504,4420,exact
2504,6055,partiel
2506,2428,exact
2506,4103,partiel
2506,4491,partiel
2507,6685,exact
2508,2433,exact
2508,4427,exact
2508,8732,partiel
2509,4350,exact
2510,5049,exact
2511,6612,exact
2512,2436,exact
2512,6067,partiel
2512,6123,partiel
2513,2437,exact
2514,6598,partiel
2515,4723,exact
2516,2858,partiel
2516,3664,partiel
2516,4047,partiel
2517,4457,exact
2517,6087,exact
2517,7855,partiel
2517,8303,partiel
2519,2445,exact
2520,2446,exact
2520,2849,partiel
2520,3563,partiel
2520,6903,partiel
2520,7406,partiel
2520,7659,partiel
2521,868,partiel
2521,2448,exact
2521,2873,partiel
2521,7115,exact
2521,7227,partiel
2521,7566,partiel
2521,7808,partiel
2522,7081,exact
2523,6570,exact
2525,5386,exact
2526,4262,partiel
2527,5384,partiel
2528,2462,exact
2528,3892,partiel
2528,5616,exact
2528,5705,partiel
2528,5917,partiel
2528,6831,partiel
2528,6853,partiel
2528,7296,partiel
2528,7444,partiel
2528,7962,partiel
2530,1762,partiel
2530,6032,exact
2531,3089,exact
2532,7010,partiel
2533,6184,partiel
2533,7641,partiel
2535,5646,exact
2535,6721,partiel
2536,4781,exact
2537,331,partiel
2537,594,partiel
2537,870,partiel
2537,1170,partiel
2537,1715,partiel
2537,2479,exact
2537,4645,exact
2537,4834,partiel
2537,4856,partiel
2537,4893,partiel
2537,4963,partiel
2537,5092,partiel
2537,5277,partiel
2537,5907,partiel
2538,4719,exact
2539,1207,exact
2539,4634,exact
2539,7598,partiel
2540,7366,partiel
2541,2262,partiel
2541,5296,exact
2542,6641,exact
2542,7684,partiel
2542,8608,partiel
2543,2486,exact
2543,4165,partiel
2544,1235,partiel
2544,1259,partiel
2544,2488,exact
2544,2853,exact
2544,3836,exact
2544,5415,partiel
2544,5453,exact
2544,5486,exact
2544,6034,exact
2544,6385,exact
2544,7078,partiel
2544,7119,partiel
2544,7539,partiel
2544,7612,partiel
2544,7761,partiel
2544,7839,partiel
2544,8040,partiel
2544,8174,partiel
2545,418,partiel
2545,2489,exact
2545,5339,exact
2545,7014,partiel
2545,7129,partiel
2546,4084,exact
2547,3300,partiel
2547,6783,exact
2548,2495,exact
2548,3545,partiel
2548,4231,partiel
2550,7075,partiel
2552,4163,partiel
2552,6680,exact
2553,1802,exact
2553,4063,partiel
2555,4397,partiel
2556,400,partiel
2557,2569,partiel
2557,7132,partiel
2557,7735,partiel
2558,2508,exact
2559,2509,exact
2560,6431,exact
2560,6666,exact
2561,1710,partiel
2561,6712,exact
2562,2866,partiel
2562,3506,partiel
2562,3827,partiel
2562,5282,exact
2562,5456,exact
2562,6003,exact
2562,7211,exact
2562,7829,partiel
2562,7845,partiel
2562,7859,partiel
2562,8063,partiel
2562,8219,partiel
2562,8287,partiel
2563,5450,partiel
2565,1339,exact
2565,2362,exact
2565,5274,exact
2566,4673,exact
2567,4874,partiel
2568,311,exact
2568,4150,partiel
2569,2517,exact
2570,4175,partiel
2570,4820,partiel
2570,5336,exact
2571,3992,partiel
2572,3331,partiel
2573,6737,exact
2574,3328,partiel
2574,3747,partiel
2576,4470,exact
2576,6564,exact
2577,5033,exact
2578,2524,exact
2578,3651,partiel
2578,4297,partiel
2578,5228,exact
2579,5315,partiel
2580,4574,partiel
2581,3217,partiel
2581,4105,partiel
2581,6316,partiel
2582,5081,exact
2582,6061,exact
2582,6173,partiel
2582,6380,partiel
2582,7827,partiel
2582,7921,partiel
2582,8299,partiel
2583,416,exact
2583,3885,partiel
2583,7109,partiel
2583,7204,exact
2583,7216,exact
2584,2530,exact
2584,7104,partiel
2585,4881,partiel
2586,3056,partiel
2587,419,partiel
2587,1210,exact
2587,1655,exact
2587,1808,partiel
2587,1838,exact
2587,2533,exact
2587,4491,exact
2587,4531,partiel
2587,4563,exact
2587,4942,exact
2587,5607,exact
2587,5656,partiel
2587,5767,exact
2587,5847,exact
2587,5943,exact
2587,5968,exact
2587,5972,exact
2587,6006,exact
2587,6010,exact
2587,8329,exact
2587,8386,exact
2587,8393,exact
2588,4275,partiel
2589,4835,partiel
2590,6764,partiel
2591,5385,exact
2593,4782,exact
2594,2541,exact
2595,4744,partiel
2596,5796,partiel
2596,6096,partiel
2596,8703,partiel
2597,4359,partiel
2598,5081,partiel
2598,6061,partiel
2598,6173,partiel
2598,6380,exact
2598,7827,partiel
2598,7921,partiel
2598,8299,partiel
2599,4399,partiel
2600,2553,exact
2600,6001,exact
2601,918,partiel
2601,2556,exact
2601,4303,partiel
2601,7869,partiel
2602,2557,exact
2602,6487,exact
2603,2558,exact
2603,3429,partiel
2603,5367,partiel
2603,5477,exact
2603,6325,exact
2603,6753,exact
2603,7973,partiel
2603,8194,partiel
2603,8279,partiel
2604,4278,partiel
2605,3899,exact
2606,303,exact
2607,3470,partiel
2607,6633,exact
2607,8225,partiel
2608,6659,exact
2609,4323,partiel
2610,5578,partiel
2610,6403,partiel
2610,7147,partiel
2611,4810,partiel
2611,5208,exact
2612,163,partiel
2612,2438,partiel
2612,2573,exact
2612,2845,exact
2612,3284,exact
2612,4709,exact
2612,7217,partiel
2612,8083,partiel
2612,8159,partiel
2612,8172,partiel
2613,1533,partiel
2613,1655,partiel
2613,2310,partiel
2613,2574,exact
2613,2598,partiel
2613,2631,partiel
2613,2930,partiel
2613,4247,partiel
2613,4460,exact
2613,4563,partiel
2613,4738,partiel
2613,4742,partiel
2613,4942,partiel
2613,5143,partiel
2613,5419,exact
2613,5771,partiel
2613,5933,partiel
2613,6010,partiel
2613,6084,partiel
2613,7348,partiel
2613,7491,partiel
2613,7515,partiel
2613,7529,partiel
2613,7844,partiel
2613,7953,partiel
2613,8090,partiel
2613,8397,partiel
2613,8596,partiel
2615,820,exact
2615,2579,exact
2615,4497,exact
2615,5750,exact
2615,6070,exact
2616,5337,exact
2616,5818,exact
2617,4763,exact
2618,3200,partiel
2618,6562,partiel
2619,4641,exact
2620,4767,exact
2621,5144,exact
2622,4337,exact
2623,6691,partiel
2624,2296,partiel
2624,3910,partiel
2624,7880,partiel
2625,4533,exact
2626,5039,exact
2627,3201,partiel
2628,2590,exact
2629,2592,exact
2630,4546,exact
2631,5910,exact
2633,1210,partiel
2633,1248,partiel
2633,1375,partiel
2633,1655,partiel
2633,2395,partiel
2633,2574,partiel
2633,2598,exact
2633,2631,partiel
2633,2930,partiel
2633,3092,partiel
2633,4012,partiel
2633,4240,partiel
2633,4355,partiel
2633,4460,partiel
2633,4563,partiel
2633,4742,partiel
2633,4942,partiel
2633,5143,exact
2633,5553,partiel
2633,5607,partiel
2633,5679,partiel
2633,5763,partiel
2633,5771,partiel
2633,5812,partiel
2633,5879,partiel
2633,5933,partiel
2633,5957,partiel
2633,6010,partiel
2633,6060,exact
2633,6084,exact
2633,6862,partiel
2633,6888,partiel
2633,7348,partiel
2633,7381,partiel
2633,7434,partiel
2633,7491,partiel
2633,7515,partiel
2633,7545,partiel
2633,7565,partiel
2633,7589,partiel
2633,7844,partiel
2633,7953,partiel
2633,8090,partiel
2633,8329,partiel
2633,8397,partiel
2633,8596,partiel
2633,8622,partiel
2634,2599,exact
2634,5410,exact
2634,5560,exact
2634,8122,partiel
2634,8296,partiel
2634,8439,exact
2635,2600,exact
2635,4750,partiel
2635,7025,partiel
2637,2483,exact
2637,6722,partiel
2638,4083,partiel
2639,1339,exact
2639,2362,exact
2639,5274,exact
2640,2609,exact
2640,3039,partiel
2640,3305,partiel
2640,3854,exact
2640,7120,partiel
2640,7988,partiel
2640,8176,partiel
2640,8297,partiel
2641,6747,exact
2642,412,exact
2642,1404,exact
2642,6463,partiel
2644,4805,exact
2644,6233,exact
2645,2613,exact
2645,4558,exact
2646,4321,partiel
2646,7149,partiel
2646,8248,partiel
2647,5931,exact
2648,1913,exact
2648,4171,exact
2648,6062,exact
2648,6646,exact
2648,8653,partiel
2649,6509,partiel
2651,4623,exact
2652,4601,partiel
2653,4013,partiel
2654,734,exact
2654,1210,partiel
2654,1248,partiel
2654,1375,partiel
