index_a,index_b,tag
6243,5779,partiel
6243,5783,partiel
6243,5789,partiel
6243,5802,partiel
6243,5840,partiel
6243,5845,partiel
6243,5848,partiel
6243,5990,partiel
6243,6231,partiel
6243,6309,partiel
6243,6475,partiel
6243,6546,partiel
6243,6669,partiel
6243,6733,partiel
6243,8376,partiel
6243,8407,partiel
6244,8470,partiel
6245,5676,exact
6245,6247,exact
6246,780,exact
6246,1831,exact
6246,3225,partiel
6246,3309,exact
6246,3977,partiel
6246,4222,partiel
6246,4432,exact
6246,8454,partiel
6247,4637,exact
6247,5581,exact
6248,5666,partiel
6249,2568,exact
6249,3492,exact
6249,6382,exact
6250,5747,partiel
6251,1541,exact
6251,2664,partiel
6251,4489,partiel
6251,5446,partiel
6251,6116,partiel
6252,2846,exact
6252,7154,partiel
6252,8187,partiel
6252,8450,exact
6254,7416,partiel
6254,8475,partiel
6256,3548,partiel
6257,3468,exact
6258,6140,partiel
6260,3425,partiel
6260,4553,exact
6262,5566,partiel
6264,5418,partiel
6266,5449,exact
6266,5897,exact
6266,7755,partiel
6267,820,exact
6267,2579,exact
6267,4497,exact
6267,5750,exact
6267,6070,exact
6267,6908,partiel
6267,7297,partiel
6268,3666,exact
6268,5707,exact
6270,3467,partiel
6271,794,partiel
6271,1074,partiel
6271,1189,exact
6271,1200,exact
6271,1711,partiel
6271,1739,exact
6271,1746,partiel
6271,1764,partiel
6271,2092,partiel
6271,2265,exact
6271,2677,partiel
6271,2800,partiel
6271,4147,exact
6271,4358,partiel
6271,4480,exact
6271,4514,partiel
6271,4515,exact
6271,4704,exact
6271,4712,partiel
6271,4817,exact
6271,4958,partiel
6271,4973,partiel
6271,5190,exact
6271,5626,partiel
6271,5734,exact
6271,5740,exact
6271,5746,exact
6271,5774,partiel
6271,5779,exact
6271,5783,exact
6271,5789,exact
6271,5802,partiel
6271,5840,partiel
6271,5845,partiel
6271,5848,partiel
6271,5990,exact
6271,6231,exact
6271,6309,exact
6271,6475,partiel
6271,6546,partiel
6271,6669,partiel
6271,6733,partiel
6271,8376,exact
6271,8407,exact
6273,2996,partiel
6273,3672,partiel
6273,5549,partiel
6273,5964,partiel
6273,6702,partiel
6273,6944,partiel
6273,6994,partiel
6273,7373,partiel
6273,7405,partiel
6273,7500,partiel
6273,7582,partiel
6273,8079,partiel
6273,8136,partiel
6273,8217,partiel
6273,8313,partiel
6273,8467,partiel
6274,1936,exact
6274,3441,partiel
6274,3891,partiel
6274,5420,exact
6274,7254,exact
6274,7527,partiel
6274,8147,partiel
6274,8611,partiel
6275,3635,exact
6275,5741,exact
6275,6318,exact
6275,8646,partiel
6277,3662,partiel
6279,1617,exact
6279,6134,partiel
6280,2555,exact
6280,3607,exact
6280,5416,partiel
6280,5874,exact
6280,6322,exact
6280,7817,partiel
6280,8557,partiel
6280,8694,partiel
6281,5659,exact
6281,8438,exact
6282,8333,partiel
6283,5589,partiel
6284,3455,exact
6285,5578,partiel
6285,6403,partiel
6285,7147,partiel
6287,598,exact
6287,3418,exact
6287,5794,exact
6287,6931,partiel
6287,8014,partiel
6287,8041,partiel
6287,8142,partiel
6290,1243,partiel
6290,2411,partiel
6290,6354,partiel
6291,5612,exact
6291,8453,exact
6293,5858,exact
6293,6204,exact
6293,7951,partiel
6293,8304,partiel
6293,8456,partiel
6294,6095,exact
6295,3370,exact
6295,6143,partiel
6295,7432,partiel
6296,1925,exact
6296,5524,exact
6296,7528,partiel
6296,7908,partiel
6296,8050,partiel
6296,8061,partiel
6296,8469,exact
6297,8442,exact
6298,3558,partiel
6299,3591,partiel
6299,6151,partiel
6299,7812,exact
6300,5478,exact
6301,5463,partiel
6302,3679,partiel
6302,5462,partiel
6302,6551,exact
6303,5570,exact
6303,6342,exact
6304,8339,exact
6305,298,exact
6305,5725,partiel
6306,617,exact
6306,3076,partiel
6306,5971,exact
6307,3096,partiel
6307,5468,exact
6307,5585,exact
6307,7231,exact
6307,7238,exact
6307,7734,partiel
6307,8413,exact
6308,3436,partiel
6309,1410,partiel
6309,5873,exact
6309,6894,partiel
6309,7453,exact
6309,8536,partiel
6310,5929,exact
6310,6169,exact
6310,6347,exact
6311,3470,partiel
6311,6633,exact
6311,8225,partiel
6312,5710,exact
6312,6350,exact
6313,2611,exact
6313,8463,exact
6314,3499,exact
6315,2944,partiel
6315,3362,partiel
6315,3485,exact
6315,5769,exact
6316,1183,partiel
6316,5857,partiel
6317,2808,exact
6317,7399,exact
6318,3790,partiel
6318,5432,exact
6318,8436,partiel
6319,5849,exact
6319,7417,exact
6320,862,partiel
6320,1527,partiel
6320,1676,exact
6320,1795,partiel
6320,2960,partiel
6320,3292,partiel
6320,3422,partiel
6320,3793,partiel
6320,4541,exact
6320,5700,partiel
6320,6110,partiel
6320,6394,partiel
6320,6934,partiel
6320,7174,partiel
6320,7223,exact
6320,7516,partiel
6320,7802,partiel
6320,7841,partiel
6320,7847,partiel
6320,7935,partiel
6320,7958,partiel
6320,8023,partiel
6320,8043,partiel
6320,8072,partiel
6320,8103,partiel
6320,8146,partiel
6321,565,exact
6321,2144,exact
6321,3560,partiel
6321,4602,exact
6321,7965,partiel
6321,7989,partiel
6321,8071,partiel
6321,8094,partiel
6322,3596,partiel
6322,4521,partiel
6322,6046,exact
6322,7144,partiel
6324,4885,exact
6324,8443,exact
6326,8335,partiel
6327,2956,exact
6328,8444,exact
6329,5413,exact
6331,3454,partiel
6331,5465,exact
6331,7260,partiel
6332,708,exact
6333,2599,exact
6333,5410,exact
6333,5560,exact
6333,7927,partiel
6333,8439,exact
6334,5869,exact
6335,961,partiel
6335,1400,exact
6335,3380,exact
6335,5437,partiel
6335,7389,partiel
6336,792,partiel
6336,5948,partiel
6336,8473,exact
6337,2876,exact
6337,8440,exact
6338,8336,partiel
6339,391,exact
6339,1551,exact
6339,5403,partiel
6340,6384,exact
6340,8242,partiel
6340,8466,exact
6341,1235,partiel
6341,1259,partiel
6341,2488,exact
6341,2853,exact
6341,3836,exact
6341,5415,partiel
6341,5453,exact
6341,5486,exact
6341,6034,exact
6341,6385,exact
6341,7078,partiel
6341,7119,partiel
6341,7539,partiel
6341,7612,partiel
6341,7761,partiel
6341,7839,partiel
6341,8040,partiel
6341,8174,partiel
6342,1537,exact
6342,3479,exact
6342,5723,exact
6343,1576,exact
6343,1945,exact
6343,3301,partiel
6343,3487,exact
6343,6926,partiel
6343,7424,partiel
6343,8201,partiel
6343,8460,exact
6344,2145,exact
6344,4029,partiel
6344,5488,partiel
6344,6112,partiel
6346,6388,exact
6346,8447,exact
6347,5754,exact
6348,1503,exact
6348,3412,exact
6348,5889,exact
6348,6111,partiel
6348,7821,partiel
6348,7899,partiel
6348,8080,partiel
6348,8177,partiel
6348,8462,exact
6348,8583,partiel
6349,862,partiel
6349,1527,partiel
6349,1676,partiel
6349,1795,partiel
6349,2960,partiel
6349,3292,partiel
6349,3422,partiel
6349,3793,partiel
6349,4541,partiel
6349,5700,partiel
6349,6110,partiel
6349,6394,exact
6349,6934,partiel
6349,7174,partiel
6349,7223,partiel
6349,7516,partiel
6349,7802,partiel
6349,7841,partiel
6349,7847,partiel
6349,7935,partiel
6349,7958,partiel
6349,8023,partiel
6349,8043,partiel
6349,8072,partiel
6349,8103,partiel
6349,8146,partiel
6350,1191,exact
6350,2913,partiel
6350,3426,partiel
6350,6215,partiel
6350,6397,exact
6350,6818,partiel
6350,7477,partiel
6350,7884,partiel
6350,8167,partiel
6350,8525,partiel
6350,8723,partiel
6351,6630,exact
6351,8478,exact
6352,741,partiel
6352,1203,partiel
6352,2842,partiel
6352,3386,partiel
6352,4022,partiel
6352,7140,partiel
6352,8046,partiel
6352,8099,partiel
6352,8437,partiel
6353,5649,partiel
6354,5759,partiel
6354,6039,exact
6354,6142,partiel
6354,7483,partiel
6354,7968,partiel
6354,8457,partiel
6355,3620,exact
6356,3511,exact
6357,3562,partiel
6357,5724,exact
6357,7636,partiel
6358,5578,exact
6358,6403,exact
6358,7147,partiel
6359,897,exact
6359,3465,partiel
6359,5153,exact
6359,5850,exact
6359,6682,exact
6360,5665,partiel
6362,3540,partiel
6363,2981,partiel
6363,7484,partiel
6363,8190,partiel
6363,8696,partiel
6364,5518,exact
6365,5756,exact
6366,2980,partiel
6366,5422,exact
6367,5507,exact
6367,6105,partiel
6367,6410,exact
6367,6914,partiel
6367,8195,partiel
6367,8461,exact
6368,678,exact
6368,1602,exact
6368,2851,exact
6368,3179,exact
6368,3366,exact
6368,3668,exact
6368,4941,exact
6368,5459,exact
6368,6356,exact
6368,8038,partiel
6368,8109,partiel
6368,8163,partiel
6369,5511,exact
6369,6168,exact
6370,3842,partiel
6370,4550,exact
6370,8474,exact
6371,1615,exact
6371,5842,partiel
6371,6020,exact
6371,6415,exact
6371,6815,partiel
6371,7577,partiel
6371,8451,exact
6372,3532,partiel
6373,5798,exact
6374,720,partiel
6374,1294,partiel
6374,1424,partiel
6374,6103,partiel
6375,515,exact
6375,3413,partiel
6375,5572,exact
6375,6149,exact
6376,3876,exact
6376,6418,exact
6376,6845,partiel
6376,8120,partiel
6376,8337,partiel
6376,8564,partiel
6377,2872,partiel
6377,2974,partiel
6377,6317,partiel
6377,8471,partiel
6378,256,exact
6378,6164,partiel
6378,7631,partiel
6380,935,partiel
6380,3874,partiel
6380,4345,partiel
6380,8455,exact
6381,3583,partiel
6384,5627,partiel
6385,848,exact
6385,2840,exact
6385,3360,partiel
6385,4651,exact
6385,5927,exact
6385,6422,exact
6386,3456,exact
6386,5641,exact
6387,5777,partiel
6388,5611,exact
6388,8504,partiel
6389,1493,exact
6389,5605,exact
6390,2871,exact
6390,3658,partiel
6390,7316,partiel
6391,3666,exact
6391,5707,exact
6392,937,exact
6392,5890,exact
6392,6115,exact
6393,5837,exact
6394,1688,exact
6394,2958,exact
6395,794,partiel
6395,1074,partiel
6395,1189,exact
6395,1200,exact
6395,1711,partiel
6395,1739,exact
6395,1746,partiel
6395,1764,partiel
6395,2092,partiel
6395,2265,exact
6395,2677,partiel
6395,2800,partiel
6395,4147,exact
6395,4358,partiel
6395,4480,exact
6395,4514,partiel
6395,4515,exact
6395,4704,exact
6395,4712,partiel
6395,4817,exact
6395,4958,partiel
6395,4973,partiel
6395,5190,exact
6395,5626,partiel
6395,5734,exact
6395,5740,exact
6395,5746,exact
6395,5774,partiel
6395,5779,exact
6395,5783,exact
6395,5789,exact
6395,5802,partiel
6395,5840,partiel
6395,5845,partiel
6395,5848,partiel
6395,5990,exact
6395,6231,exact
6395,6309,exact
6395,6475,partiel
6395,6546,partiel
6395,6669,partiel
6395,6733,partiel
6395,8376,exact
6395,8407,exact
6396,8472,partiel
6397,6147,exact
6398,5852,exact
6398,6428,exact
6399,1044,partiel
6399,1313,partiel
6399,3042,partiel
6399,4049,partiel
6399,5490,exact
6399,6152,partiel
6399,6429,exact
6399,6851,partiel
6399,8721,partiel
6400,1271,partiel
6400,1613,partiel
6400,6433,exact
6400,6923,partiel
6400,8468,partiel
6401,5438,exact
6402,2692,partiel
6402,6439,exact
6402,6482,partiel
6402,8464,exact
6402,8654,partiel
6403,3416,partiel
6403,5593,exact
6403,6137,exact
6404,4624,exact
6404,5609,exact
